135 103
555600.000000 4451300.000000 2438.600586 5
555600.000000 4451350.000000 2438.600586 5
555600.000000 4451400.000000 2438.600586 5
555600.000000 4451450.000000 2438.600586 5
555600.000000 4451500.000000 2438.600586 5
555600.000000 4451550.000000 2438.600586 5
555600.000000 4451600.000000 2438.600586 5
555600.000000 4451650.000000 2438.600586 5
555600.000000 4451700.000000 2438.600586 5
555600.000000 4451750.000000 2438.600586 5
555600.000000 4451800.000000 2438.600586 5
555600.000000 4451850.000000 2438.600586 5
555600.000000 4451900.000000 2438.600586 5
555600.000000 4451950.000000 2438.600586 5
555600.000000 4452000.000000 2438.600586 5
555600.000000 4452050.000000 2438.600586 5
555600.000000 4452100.000000 2438.600586 5
555600.000000 4452150.000000 2438.600586 5
555600.000000 4452200.000000 2438.600586 5
555600.000000 4452250.000000 2438.600586 5
555600.000000 4452300.000000 2438.600586 5
555600.000000 4452350.000000 2438.600586 5
555600.000000 4452400.000000 2438.600586 5
555600.000000 4452450.000000 2438.600586 5
555600.000000 4452500.000000 2438.600586 5
555600.000000 4452550.000000 2438.600586 5
555600.000000 4452600.000000 2438.600586 5
555600.000000 4452650.000000 2438.600586 5
555600.000000 4452700.000000 2438.600586 5
555600.000000 4452750.000000 2438.600586 5
555600.000000 4452800.000000 2438.600586 5
555600.000000 4452850.000000 2438.600586 5
555600.000000 4452900.000000 2438.600586 5
555600.000000 4452950.000000 2438.600586 5
555600.000000 4453000.000000 2438.600586 5
555600.000000 4453050.000000 2438.600586 5
555600.000000 4453100.000000 2438.600586 5
555600.000000 4453150.000000 2438.600586 5
555600.000000 4453200.000000 2438.600586 5
555600.000000 4453250.000000 2438.600586 5
555600.000000 4453300.000000 2438.600586 5
555600.000000 4453350.000000 2438.600586 5
555600.000000 4453400.000000 2438.600586 5
555600.000000 4453450.000000 2438.600586 5
555600.000000 4453500.000000 2438.600586 5
555600.000000 4453550.000000 2438.600586 5
555600.000000 4453600.000000 2438.600586 5
555600.000000 4453650.000000 2438.600586 5
555600.000000 4453700.000000 2438.600586 5
555600.000000 4453750.000000 2438.600586 5
555600.000000 4453800.000000 2438.600586 5
555600.000000 4453850.000000 2438.600586 5
555600.000000 4453900.000000 2438.600586 5
555600.000000 4453950.000000 2438.600586 5
555600.000000 4454000.000000 2438.600586 5
555600.000000 4454050.000000 2438.600586 5
555600.000000 4454100.000000 2438.600586 5
555600.000000 4454150.000000 2438.600586 5
555600.000000 4454200.000000 2438.600586 5
555600.000000 4454250.000000 2438.600586 5
555600.000000 4454300.000000 2438.600586 5
555600.000000 4454350.000000 2438.600586 5
555600.000000 4454400.000000 2438.600586 5
555600.000000 4454450.000000 2438.600586 5
555600.000000 4454500.000000 2438.600586 5
555600.000000 4454550.000000 2438.600586 5
555600.000000 4454600.000000 2438.600586 5
555600.000000 4454650.000000 2438.600586 5
555600.000000 4454700.000000 2438.600586 5
555600.000000 4454750.000000 2438.600586 5
555600.000000 4454800.000000 2438.600586 5
555600.000000 4454850.000000 2438.600586 5
555600.000000 4454900.000000 2438.600586 5
555600.000000 4454950.000000 2438.600586 5
555600.000000 4455000.000000 2438.600586 5
555600.000000 4455050.000000 2438.600586 5
555600.000000 4455100.000000 2438.600586 5
555600.000000 4455150.000000 2438.600586 5
555600.000000 4455200.000000 2438.600586 5
555600.000000 4455250.000000 2438.600586 5
555600.000000 4455300.000000 2438.600586 5
555600.000000 4455350.000000 2438.600586 5
555600.000000 4455400.000000 2438.600586 5
555600.000000 4455450.000000 2438.600586 5
555600.000000 4455500.000000 2438.600586 5
555600.000000 4455550.000000 2438.600586 5
